technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Run of River Hydroelectric,57496,UNIT2,6.9,,6.9,6.9,2006,2106,0.332,,0.0,11063.0
Solar Photovoltaic,57497,1,20.0,,20.0,20.0,2011,2041,0.175,,0.0,15897.0
Solar Photovoltaic,57498,1,15.0,,15.0,15.0,2011,2041,0.165,,0.0,16574.0
Solar Photovoltaic,57499,1,15.0,,15.0,15.0,2011,2041,0.166,,0.0,16697.0
Onshore Wind Turbine,57500,LWF,119.6,,123.4,119.6,2011,2041,0.35,,0.0,2248.0
Onshore Wind Turbine,57501,RHWF,443.2,,484.2,443.2,2011,2041,0.317,,0.0,2008.0
Landfill Gas,57502,1,1.5,,1.6,1.5,2010,2110,0.808,13.5,1.526,50359.0
Landfill Gas,57502,2,1.5,,1.6,1.5,2010,2110,0.808,13.5,1.529,50438.0
Natural Gas Fired Combustion Turbine,57505,1,12.0,,15.0,15.0,2010,2065,0.001,24.484,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,57505,2,12.0,,15.0,15.0,2010,2065,0.001,24.51,2.740763267,1230.331313
Solar Photovoltaic,57506,SEIM,1.0,,1.0,1.0,2010,2040,0.228,,0.0,27925.0
Solar Photovoltaic,57509,1,1.5,,2.0,1.4,2007,2037,0.228,,0.0,28674.0
Onshore Wind Turbine,57514,WTG,265.4,,265.4,265.4,2012,2042,0.215,,0.0,9688.0
Natural Gas Fired Combustion Turbine,57515,GT1,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT2,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT3,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT4,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Natural Gas Fired Combustion Turbine,57515,GT5,100.1,,100.0,100.1,2013,2068,0.094,10.745,0.48741221,561.023366
Onshore Wind Turbine,57517,FRISC,20.0,,20.0,20.0,2012,2042,0.0,,0.0,9688.0
Onshore Wind Turbine,57520,1,121.968,,121.968,121.968,2011,2041,0.325,,0.0,9688.0
Onshore Wind Turbine,57520,1,66.132,,66.132,66.132,2011,2041,0.325,,0.0,9688.0
Onshore Wind Turbine,57520,1,9.9,,9.9,9.9,2011,2041,0.325,,0.0,9688.0
Solar Photovoltaic,57521,1,10.0,,10.0,10.0,2012,2042,0.176,,0.0,9038.0
Solar Photovoltaic,57522,1,20.0,,20.0,20.0,2012,2042,0.221,,0.0,9038.0
Solar Photovoltaic,57523,1,20.0,,20.0,20.0,2012,2042,0.198,,0.0,9038.0
Solar Photovoltaic,57524,1,0.9,,1.1,0.9,2010,2040,0.133,,0.0,22811.0
Onshore Wind Turbine,57526,NORTH,265.0,,265.0,265.0,2012,2042,0.235,,0.0,9688.0
Onshore Wind Turbine,57530,1,105.3,,105.3,105.3,2012,2042,0.357,,0.0,9688.0
Onshore Wind Turbine,57531,1,186.0,,186.0,186.0,2016,2046,0.306,,0.0,13321.0
Batteries,67184,BHV1,250.0,725.0,250.0,250.0,2025,2040,0.85,,0.0,12544.0
Onshore Wind Turbine,57547,WCW,0.5,,1.5,0.4,2011,2041,0.0,,0.0,35462.0
Onshore Wind Turbine,57549,SOUTH,290.0,,290.0,290.0,2012,2042,0.226,,0.0,9688.0
Onshore Wind Turbine,57550,HORSE,290.0,,290.0,290.0,2012,2042,0.225,,0.0,9688.0
Run of River Hydroelectric,57551,MAIN,2.6,,2.9,2.0,1983,2083,0.46,,0.0,12919.0
Onshore Wind Turbine,57553,1,20.0,,20.0,20.0,2010,2040,0.321,,0.0,15726.0
Solar Photovoltaic,57554,AFA1,5.5,,5.5,5.5,2011,2041,0.233,,0.0,17820.0
Natural Gas Fired Combustion Turbine,57555,CTG1,106.0,,131.8,111.3,2016,2071,0.032,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,57555,CTG2,106.0,,131.8,112.7,2016,2071,0.032,10.745,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,57555,CTG3,106.0,,131.8,112.0,2016,2071,0.032,10.745,1.485029017,1229.357899
Solar Photovoltaic,57556,1,1.0,,1.0,1.0,2011,2041,0.196,,0.0,19913.0
Natural Gas Internal Combustion Engine,57557,S-14,0.8,,0.8,0.8,1997,2028,0.69,11.765,12.705,324062.0
Natural Gas Internal Combustion Engine,57557,S-15,0.8,,0.8,0.8,1997,2052,0.69,11.766,11.328,279791.0
Solar Photovoltaic,57559,1,4.5,,4.5,4.5,2010,2040,0.161,,0.0,17839.0
Solar Photovoltaic,57560,PV1,19.0,,19.0,19.0,2012,2042,0.258,,0.0,9038.0
Batteries,57561,CC17M,17.0,51.0,17.0,17.0,2023,2053,0.85,,0.0,17250.0
Solar Photovoltaic,57561,PV1,17.0,,17.0,17.0,2011,2041,0.262,,0.0,14474.0
Batteries,57562,PA17M,17.0,51.0,17.0,17.0,2023,2053,0.85,,0.0,17250.0
Solar Photovoltaic,57562,PV1,17.0,,17.0,17.0,2011,2041,0.248,,0.0,14506.0
Batteries,57563,H116M,16.0,48.0,16.0,16.0,2023,2053,0.85,,0.0,17250.0
Solar Photovoltaic,57563,PV1,17.0,,17.0,17.0,2011,2041,0.165,,0.0,14732.0
Solar Photovoltaic,57563,PV2,14.0,,15.0,14.0,2012,2042,0.157,,0.0,9038.0
Natural Gas Fired Combined Cycle,57564,CTG,49.0,,49.0,49.0,2007,2062,0.19,7.268,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57564,STG2,12.5,,12.5,12.5,2012,2067,0.19,7.268,3.516257561,8987.410604
Solar Photovoltaic,57565,1,5.1,,5.1,5.1,2011,2041,0.198,,0.0,16983.0
Solar Photovoltaic,57567,ASEC1,2.0,,2.0,2.0,2011,2041,0.227,,0.0,19946.0
Onshore Wind Turbine,57568,RHW,50.6,,50.6,50.6,2012,2042,0.277,,0.0,9688.0
Solar Photovoltaic,57571,LLSEC,5.0,,5.0,5.0,2011,2041,0.249,,0.0,15087.0
Solar Photovoltaic,57571,LMS2,2.0,,2.0,2.0,2013,2043,0.249,,0.0,7714.0
Solar Photovoltaic,57574,ETS1,1.3,,1.3,1.3,2010,2040,0.131,,0.0,21276.0
Solar Photovoltaic,57575,DSEC,5.0,,5.0,5.0,2011,2041,0.247,,0.0,15392.0
Solar Photovoltaic,57575,HON2,4.0,,4.0,4.0,2013,2043,0.247,,0.0,7714.0
Solar Photovoltaic,57576,LVSEC,5.0,,5.0,5.0,2011,2041,0.227,,0.0,16085.0
Solar Photovoltaic,57577,AGSEC,4.9,,5.0,4.9,2011,2041,0.26,,0.0,15325.0
Onshore Wind Turbine,57578,PATU,9.0,,9.0,9.0,2010,2040,0.354,,0.0,19300.0
Solar Photovoltaic,57579,1,0.9,,0.9,0.4,2008,2038,0.191,,0.0,37717.0
Solar Photovoltaic,57579,2,0.4,,0.4,0.2,2009,2039,0.19,,0.0,47946.0
Natural Gas Internal Combustion Engine,57580,CG1,2.1,,2.1,2.1,2008,2063,0.492,11.867,1.370381634,1230.331313
Natural Gas Internal Combustion Engine,57580,CG2,2.1,,2.1,2.1,2008,2063,0.492,11.868,1.370381634,1230.331313
Solar Photovoltaic,57580,PV1,0.3,,0.5,0.2,2011,2041,0.214,,0.0,7714.0
Solar Photovoltaic,57580,PV2,0.5,,0.5,0.3,2011,2041,0.223,,0.0,7714.0
Landfill Gas,54925,IV-1,1.6,,1.6,1.6,2012,2112,0.541,13.5,3.136,10167.0
Landfill Gas,54925,IV-2,1.6,,1.6,1.6,2012,2112,0.541,13.5,3.136,10167.0
Landfill Gas,55155,UNT4,1.6,,1.6,1.6,2012,2112,0.152,13.5,3.136,10167.0
Landfill Gas,55155,UNT5,1.6,,1.6,1.6,2012,2112,0.152,13.5,3.136,10167.0
Onshore Wind Turbine,57586,1,102.5,,102.5,100.0,2011,2041,0.315,,0.0,3115.0
Solar Photovoltaic,57588,STULT,2.6,,2.6,2.6,2011,2041,0.159,,0.0,18141.0
Solar Photovoltaic,57589,9WUBN,31.5,,31.5,31.5,2011,2041,0.178,,0.0,14233.0
Onshore Wind Turbine,57590,1,99.2,,99.2,99.2,2010,2040,0.371,,0.0,5384.0
Solar Photovoltaic,57591,1,5.0,,5.0,5.0,2011,2041,0.279,,0.0,15501.0
Onshore Wind Turbine,57593,1,63.9999,,63.9999,63.9999,2012,2042,0.392,,0.0,9688.0
Onshore Wind Turbine,57593,1,15.9001,,15.9001,15.9001,2012,2042,0.392,,0.0,9688.0
Onshore Wind Turbine,57594,WTG1,1.0,,1.0,1.0,2010,2040,0.21,,0.0,38136.0
Onshore Wind Turbine,57595,1,52.9,,53.7,52.9,2011,2041,0.32,,0.0,9688.0
Petroleum Liquids,57598,BS1,2.5,,2.6,2.5,2010,2060,0.013,10.745,2.740763267,1230.331313
Petroleum Liquids,57598,BS2,2.5,,2.6,2.5,2010,2060,0.013,10.745,2.740763267,1230.331313
Petroleum Liquids,57599,FH1,2.5,,2.6,2.5,2010,2060,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,57599,FH2,2.5,,2.6,2.5,2010,2060,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,57599,FH3,2.5,,2.6,2.5,2010,2060,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,57599,FH4,2.5,,2.6,2.5,2010,2060,0.009,10.745,2.740763267,1230.331313
Petroleum Liquids,57600,FI1,2.5,,2.6,2.5,2010,2060,0.007,10.999,2.740763267,1230.331313
Petroleum Liquids,57601,GC1,2.5,,2.6,2.5,2010,2060,0.012,10.745,2.740763267,1230.331313
Petroleum Liquids,57601,GC2,2.5,,2.6,2.5,2010,2060,0.012,10.745,2.740763267,1230.331313
Petroleum Liquids,57602,JC1,2.5,,2.6,2.5,2010,2060,0.011,10.745,2.740763267,1230.331313
Petroleum Liquids,57603,LNG1,2.5,,2.6,2.5,2010,2060,0.013,10.745,2.740763267,1230.331313
Petroleum Liquids,57603,LNG2,2.5,,2.6,2.5,2010,2060,0.013,10.745,2.740763267,1230.331313
Petroleum Liquids,57604,LP1,2.5,,2.6,2.5,2010,2060,0.013,10.745,2.740763267,1230.331313
Petroleum Liquids,57604,LP2,2.5,,2.6,2.5,2010,2060,0.013,10.745,2.740763267,1230.331313
Petroleum Liquids,57605,WT1,2.5,,2.6,2.5,2010,2060,0.012,10.745,2.740763267,1230.331313
Petroleum Liquids,57605,WT2,2.5,,2.6,2.5,2010,2060,0.012,10.745,2.740763267,1230.331313
Petroleum Liquids,57606,1,1.8,,1.8,1.8,2004,2054,0.006,10.745,2.740763267,1230.331313
Petroleum Liquids,57606,2,1.8,,1.8,1.8,2004,2054,0.006,10.745,2.740763267,1230.331313
Petroleum Liquids,57606,3,1.8,,1.8,1.8,2004,2054,0.006,10.745,2.740763267,1230.331313
Petroleum Liquids,57607,1,1.0,,1.0,1.0,1999,2049,0.003,11.192,2.740763267,1230.331313
Petroleum Liquids,57607,2,1.0,,1.0,1.0,1999,2049,0.003,11.506,2.740763267,1230.331313
Petroleum Liquids,57608,1,1.8,,1.8,1.8,2005,2055,0.005,10.745,2.740763267,1230.331313
Onshore Wind Turbine,57609,1,100.0,,100.0,100.0,2011,2041,0.304,,0.0,2119.0
Onshore Wind Turbine,57614,GEN1,199.0,,199.0,199.0,2016,2046,0.42,,0.0,13321.0
Onshore Wind Turbine,57616,GEN1,99.8,,99.8,99.8,2011,2041,0.397,,0.0,2743.0
Onshore Wind Turbine,57617,GEN1,250.0,,250.0,250.0,2016,2046,0.34,,0.0,13321.0
Onshore Wind Turbine,57620,GEN1,99.0,,99.0,99.0,2011,2041,0.363,,0.0,3241.0
Onshore Wind Turbine,57621,GEN1,79.2,,79.2,79.2,2015,2045,0.333,,0.0,13321.0
Onshore Wind Turbine,57623,GEN1,205.2,,205.2,205.2,2019,2049,0.396,,0.0,13321.0
Onshore Wind Turbine,57626,WTG1,2.0,,2.0,2.0,2011,2041,0.139,,0.0,37739.0
Onshore Wind Turbine,57628,GEN1,100.0,,100.0,100.0,2017,2047,0.378,,0.0,13321.0
Onshore Wind Turbine,57631,1,1.5,,1.5,1.5,2010,2040,0.357,,0.0,34221.0
Onshore Wind Turbine,57632,1,1.5,,1.5,1.5,2010,2040,0.371,,0.0,34205.0
Onshore Wind Turbine,57635,LW1,50.0,,50.0,50.0,2010,2040,0.268,,0.0,16896.0
Landfill Gas,57636,1,1.1,,1.1,1.1,2010,2110,0.0,13.5,5.713,51671.0
Landfill Gas,57636,3,1.1,,1.1,1.1,2010,2110,0.0,13.5,5.705,51671.0
Onshore Wind Turbine,57639,1,83.95,,83.95,83.95,2012,2042,0.388,,0.0,9688.0
Onshore Wind Turbine,57639,1,83.95,,83.95,83.95,2012,2042,0.388,,0.0,9688.0
Solar Photovoltaic,57640,1,1.0,,1.0,1.0,2011,2041,0.118,,0.0,23490.0
Onshore Wind Turbine,57644,PR1,200.0,,200.0,200.0,2012,2042,0.35,,0.0,9688.0
Solar Photovoltaic,57645,PV1,3.4,,3.4,3.4,2011,2041,0.189,,0.0,19756.0
Solar Photovoltaic,57646,PV1,1.4,,1.4,1.4,2010,2040,0.194,,0.0,21341.0
Solar Photovoltaic,57647,PV1,4.1,,4.1,4.1,2011,2041,0.138,,0.0,17774.0
Onshore Wind Turbine,57649,1,148.8,,148.8,148.8,2010,2040,0.22,,0.0,4564.0
Solar Photovoltaic,57650,FRV4,60.0,,60.0,44.7,2014,2044,0.292,,0.0,7714.0
Solar Photovoltaic,57651,FRV3,20.0,,20.0,20.0,2014,2044,0.254,,0.0,7714.0
Solar Photovoltaic,57652,1,1.0,,1.0,1.0,2011,2041,0.099,,0.0,21650.0
Solar Photovoltaic,57656,1,1.5,,1.5,1.5,2011,2041,0.156,,0.0,27851.0
Solar Photovoltaic,57657,1,25.0,,25.0,25.0,2013,2043,0.301,,0.0,9038.0
Solar Photovoltaic,57659,PSF,144.0,,144.0,144.0,2021,2051,0.254,,0.0,9038.0
Solar Photovoltaic,57660,VNLND,4.0,,4.0,4.0,2011,2041,0.191,,0.0,16701.0
Solar Photovoltaic,57661,MANVL,3.5,,3.5,3.5,2011,2041,0.126,,0.0,16383.0
Solar Photovoltaic,57662,MCGRH,12.0,,12.0,12.0,2011,2041,0.166,,0.0,3727.0
Onshore Wind Turbine,57663,1,65.5,,65.5,65.5,2012,2042,0.448,,0.0,9688.0
Onshore Wind Turbine,57663,1,65.5,,65.5,65.5,2012,2042,0.448,,0.0,9688.0
Natural Gas Fired Combined Cycle,57664,CT3,156.0,,200.0,188.0,2011,2066,0.634,7.339,0.459191181,8987.410604
Natural Gas Fired Combined Cycle,57664,CT4,156.0,,200.0,188.0,2011,2066,0.634,7.339,0.459191181,8987.410604
Natural Gas Fired Combined Cycle,57664,ST2,228.0,,250.0,236.0,2011,2066,0.634,7.339,2.0683868,12250.749539999999
Landfill Gas,56250,GEN10,1.6,,1.6,1.6,2013,2113,0.819,13.5,3.136,10167.0
Landfill Gas,56250,GEN11,1.6,,1.6,1.6,2013,2113,0.819,13.5,3.136,10167.0
Landfill Gas,56250,GEN9,1.6,,1.6,1.6,2013,2113,0.819,13.5,3.136,10167.0
Landfill Gas,56324,GEN4,1.6,,1.6,1.6,2016,2116,0.577,13.906,3.136,10167.0
Landfill Gas,56465,1-III,1.6,,1.6,1.6,2017,2117,0.679,13.5,3.136,10167.0
Landfill Gas,56465,2-III,1.6,,1.6,1.6,2017,2117,0.679,13.5,3.136,10167.0
Landfill Gas,56465,3-III,1.6,,1.6,1.6,2017,2117,0.679,13.5,3.136,10167.0
Landfill Gas,56465,4-III,1.6,,1.6,1.6,2017,2117,0.679,13.5,3.136,10167.0
Solar Photovoltaic,57667,P21A,1.5,,1.5,1.5,2011,2041,0.143,,0.0,7714.0
Solar Photovoltaic,57667,P21B,1.5,,1.5,1.5,2014,2044,0.143,,0.0,7714.0
Solar Photovoltaic,57667,P2P2,0.8,,0.8,0.8,2014,2044,0.143,,0.0,7714.0
Solar Photovoltaic,57667,SBS1,3.0,,3.0,3.0,2011,2041,0.143,,0.0,18829.0
Solar Photovoltaic,57669,PV1,18.0,,17.0,17.0,2011,2041,0.196,,0.0,15812.0
Solar Photovoltaic,57670,PV1,2.9,,2.9,2.9,2011,2041,0.179,,0.0,20418.0
Solar Photovoltaic,57671,PV1,2.9,,2.9,2.9,2011,2041,0.205,,0.0,20998.0
Solar Photovoltaic,57674,1,1.9,,1.9,1.9,2011,2041,0.149,,0.0,16983.0
Onshore Wind Turbine,57675,PTWF,150.4,,150.4,150.4,2011,2041,0.351,,0.0,2534.0
Solar Photovoltaic,57676,1,1.5,,1.5,1.5,2010,2040,0.125,,0.0,17146.0
Solar Photovoltaic,57677,1,0.9,,0.9,0.9,2011,2041,0.157,,0.0,24907.0
Onshore Wind Turbine,57678,1,201.0,,201.0,201.0,2012,2042,0.395,,0.0,9688.0
Solar Photovoltaic,57679,AVSE1,125.0,,127.0,125.0,2025,2055,0.219,,0.0,9038.0
Solar Photovoltaic,57680,AVSE1,18.5,,19.0,18.5,2013,2043,0.321,,0.0,7714.0
Solar Photovoltaic,57680,AVSE2,27.3,,28.0,27.3,2013,2043,0.321,,0.0,9038.0
Solar Photovoltaic,57680,AVSE3,27.3,,28.0,27.3,2013,2043,0.321,,0.0,7714.0
Solar Photovoltaic,57680,AVSE4,25.0,,26.0,25.0,2013,2043,0.321,,0.0,7714.0
Solar Photovoltaic,57680,AVSE5,27.3,,28.0,27.3,2013,2043,0.321,,0.0,7714.0
Solar Photovoltaic,57681,1,0.9,,1.0,0.9,2010,2040,0.131,,0.0,24784.0
Solar Photovoltaic,57682,1,1.0,,1.0,1.0,2009,2039,0.165,,0.0,32433.999999999996
Solar Photovoltaic,57683,1,0.9,,1.1,0.9,2009,2039,0.162,,0.0,32594.0
Batteries,67535,ASHU1,200.9,582.61,200.9,200.9,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,57687,1,0.9,,0.9,0.9,2011,2041,0.162,,0.0,22839.0
Petroleum Liquids,57689,NORD1,2.0,,2.0,2.0,2004,2026,0.001,12.159,2.740763267,1230.331313
Petroleum Liquids,57689,NORD2,2.0,,2.0,2.0,2004,2026,0.001,12.159,2.740763267,1230.331313
Petroleum Liquids,57689,NORD3,2.0,,2.0,2.0,2004,2026,0.001,12.159,2.740763267,1230.331313
Solar Photovoltaic,57695,TPZ1,129.8,,129.8,129.8,2013,2043,0.238,,0.0,9038.0
Solar Photovoltaic,57695,TPZ2,151.2,,151.2,151.2,2013,2043,0.238,,0.0,9038.0
Solar Photovoltaic,57695,TPZ3,102.1,,102.1,102.1,2014,2044,0.238,,0.0,7714.0
Solar Photovoltaic,57695,TPZ4,90.3,,90.3,90.3,2014,2044,0.238,,0.0,7714.0
Solar Photovoltaic,57695,TPZ5,112.5,,112.5,112.5,2014,2044,0.238,,0.0,7714.0
Solar Photovoltaic,57697,1,3.0,,3.0,3.0,2009,2039,0.223,,0.0,24582.0
Solar Photovoltaic,57698,1,2.2,,2.2,2.2,2010,2040,0.184,,0.0,22411.0
Solar Photovoltaic,57699,AES1,30.0,,30.0,30.0,2011,2041,0.219,,0.0,3257.0
Onshore Wind Turbine,57700,1,78.2,,78.2,78.2,2011,2041,0.337,,0.0,5595.0
Onshore Wind Turbine,57701,1,78.2,,78.2,78.2,2012,2042,0.306,,0.0,9688.0
Natural Gas Fired Combined Cycle,57703,01A,21.46,,23.2,21.46,2014,2069,0.405,7.74,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57703,01A,15.54,,16.8,15.54,2014,2069,0.405,7.74,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57703,01B,21.46,,23.2,21.46,2014,2069,0.405,7.74,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57703,01B,15.54,,16.8,15.54,2014,2069,0.405,7.74,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57703,01C,11.6,,11.6,11.6,2014,2069,0.405,7.74,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,57703,01C,8.4,,8.4,8.4,2014,2069,0.405,7.74,3.516257561,8987.410604
Natural Gas Fired Combustion Turbine,57703,02A,37.0,,40.0,37.0,2014,2069,0.041,10.745,2.740763267,8080.909324
Solar Photovoltaic,57707,1,16.0,,16.0,16.0,2011,2041,0.275,,0.0,15486.0
Solar Photovoltaic,57707,10,12.0,,12.0,12.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,11,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,12,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,2,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,3,10.0,,10.0,10.0,2011,2041,0.275,,0.0,7714.0
Solar Photovoltaic,57707,4,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,5,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,6,8.0,,8.0,8.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,7,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,8,12.0,,12.0,12.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57707,9,16.0,,16.0,16.0,2012,2042,0.275,,0.0,9038.0
Solar Photovoltaic,57708,INV,110.0,,110.0,110.0,2012,2042,0.265,,0.0,9038.0
Flywheels,57710,SRS1,20.0,15.0,20.0,20.0,2011,2111,0.0,,4.242,2604.0
Flywheels,57716,HRS1,20.0,15.0,20.0,20.0,2013,2113,0.0,,0.0,8489.0
Onshore Wind Turbine,57721,BWP,15.0,,15.0,15.0,2011,2041,0.253,,0.0,6879.0
Onshore Wind Turbine,57721,HN-8,2.3,,2.3,2.3,2019,2049,0.25,,0.0,13321.0
Onshore Wind Turbine,57721,HN-9,2.3,,2.3,2.3,2019,2049,0.25,,0.0,13321.0
Solar Photovoltaic,57722,1,4.0,,4.0,4.0,2012,2042,0.261,,0.0,9038.0
Solar Photovoltaic,57723,PV1,4.0,,4.0,4.0,2011,2041,0.188,,0.0,18576.0
Solar Photovoltaic,57724,NJMC,2.5,,2.5,2.5,2011,2041,0.169,,0.0,15065.0
Onshore Wind Turbine,57725,1,102.5,,102.5,102.5,2012,2042,0.324,,0.0,9688.0
Solar Photovoltaic,57726,SUMA,1.9,,1.9,1.9,2011,2041,0.146,,0.0,16389.0
Solar Photovoltaic,57727,BLAR,2.5,,2.5,2.5,2012,2042,0.157,,0.0,9038.0
Solar Photovoltaic,57728,MILLC,3.5,,3.5,3.5,2011,2041,0.158,,0.0,16068.999999999998
Hydroelectric Pumped Storage,57729,1,21.0,325.5,21.0,21.0,2012,2112,0.089,,0.0,6796.0
Hydroelectric Pumped Storage,57729,2,21.0,325.5,21.0,21.0,2012,2112,0.089,,0.0,6796.0
Solar Photovoltaic,57734,CH,1.1,,1.1,1.1,2010,2040,0.153,,0.0,21615.0
Batteries,66497,BHBA1,5.0,14.5,5.0,5.0,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,57736,1,10.0,,10.0,10.0,2011,2041,0.243,,0.0,3744.0
Solar Photovoltaic,57737,1,10.0,,10.0,10.0,2011,2041,0.24,,0.0,3554.0
Solar Photovoltaic,57738,1,10.0,,10.0,10.0,2011,2041,0.237,,0.0,3395.0
Solar Photovoltaic,57739,1,10.1,,10.1,10.1,2011,2041,0.248,,0.0,3514.0
Solar Photovoltaic,57740,1,10.1,,10.1,10.1,2011,2041,0.23,,0.0,14320.0
Solar Photovoltaic,57742,VHQ,1.1,,1.1,1.1,2011,2041,0.152,,0.0,21049.0
Solar Photovoltaic,57743,1,2.4,,2.5,2.4,2012,2042,0.253,,0.0,9038.0
Onshore Wind Turbine,57744,1,69.0,,69.0,69.0,2012,2042,0.287,,0.0,9688.0
Solar Photovoltaic,57745,PV1,3.7,,3.7,3.7,2011,2041,0.114,,0.0,17538.0
Solar Photovoltaic,57746,PV1,2.3,,2.3,2.3,2011,2041,0.288,,0.0,18707.0
Solar Photovoltaic,57747,1,2.0,,2.0,2.0,2011,2041,0.153,,0.0,19346.0
Onshore Wind Turbine,57748,DAW,2.7,,2.7,2.7,2018,2048,0.456,,0.0,13321.0
Onshore Wind Turbine,57748,GBW,9.6,,9.6,9.6,2012,2042,0.456,,0.0,9688.0
Onshore Wind Turbine,57748,OSR,2.7,,2.7,2.7,2018,2048,0.456,,0.0,13321.0
Onshore Wind Turbine,57748,SOR,2.7,,2.7,2.7,2018,2048,0.456,,0.0,13321.0
Onshore Wind Turbine,57749,ST,22.4,,22.4,22.4,2011,2041,0.274,,0.0,13060.0
Solar Photovoltaic,57750,P1,1.6,,1.6,1.6,2011,2041,0.184,,0.0,21666.0
Solar Photovoltaic,57750,P2,0.8,,0.8,0.8,2011,2041,0.184,,0.0,23692.0
Onshore Wind Turbine,57751,1,200.0,,200.0,200.0,2012,2042,0.261,,0.0,9688.0
Onshore Wind Turbine,57752,1,201.6,,201.6,201.6,2012,2042,0.24,,0.0,9688.0
Solar Photovoltaic,57753,PV1,1.0,,1.0,1.0,2011,2041,0.251,,0.0,25418.0
Onshore Wind Turbine,57755,PETE,40.5,,40.5,40.5,2011,2041,0.469,,0.0,4868.0
Onshore Wind Turbine,57756,1,6.0,,6.0,6.0,2010,2040,0.232,,0.0,29613.0
Onshore Wind Turbine,57757,1,140.0,,151.7,140.0,2012,2042,0.305,,0.0,9688.0
Solar Photovoltaic,57758,PV1,13.7,,13.7,13.7,2012,2042,0.163,,0.0,9038.0
Onshore Wind Turbine,57760,PCWPS,22.5,,22.5,22.5,2011,2041,0.281,,0.0,12939.0
Onshore Wind Turbine,57761,PCWPN,22.5,,22.5,22.5,2011,2041,0.315,,0.0,13012.0
Onshore Wind Turbine,57762,CPV1,165.6,,165.6,165.6,2012,2042,0.422,,0.0,9688.0
Run of River Hydroelectric,57763,1,7.9,,7.5,7.9,2011,2111,0.232,,0.0,8507.0
Solar Photovoltaic,57765,SFC,1.0,,1.0,1.0,2011,2041,0.176,,0.0,19877.0
Solar Photovoltaic,57765,SHP,0.9,,0.9,0.9,2011,2041,0.176,,0.0,20213.0
Solar Photovoltaic,57765,SOLEG,1.0,,1.0,1.0,2015,2045,0.176,,0.0,7714.0
Solar Photovoltaic,57765,STE,0.9,,0.9,0.9,2011,2041,0.176,,0.0,20213.0
Solar Photovoltaic,57765,SWD,0.9,,0.9,0.9,2011,2041,0.176,,0.0,20213.0
Onshore Wind Turbine,57766,RLWF,79.2,,79.2,79.2,2011,2041,0.356,,0.0,3911.0
Onshore Wind Turbine,57767,1,1.5,,1.5,1.5,2011,2041,0.219,,0.0,30103.0
Solar Photovoltaic,57768,1,1.3,,1.3,1.3,2010,2040,0.172,,0.0,22953.0
Onshore Wind Turbine,57769,1,70.4,,70.4,70.4,2012,2042,0.304,,0.0,9688.0
Onshore Wind Turbine,57769,1,70.4,,70.4,70.4,2012,2042,0.304,,0.0,9688.0
Batteries,67651,BERK,100.0,290.0,100.0,100.0,2025,2040,0.85,,0.0,12544.0
Solar Photovoltaic,57772,BRID,1.3,,1.3,1.3,2011,2041,0.163,,0.0,19714.0
Onshore Wind Turbine,57774,WGNS,120.0,,120.0,120.0,2012,2042,0.221,,0.0,9688.0
Solar Photovoltaic,57775,PV,0.5,,0.5,0.5,2011,2041,0.212,,0.0,27276.0
